#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.MWE|MWEid|MWElemma|MWEtype
#T_SP=webanno.custom.sense|SenseID|Number_of_candidate_senses|List_of_candidate_senses|Ainotes


#Text=U petoj sezoni program je održan u skladu sa novim konceptom: jedan mladi fudbaler iz svake zemlje izabran je kao njen predstavnik.
2-1	131-135	Krup	N	NOUN	_	_	krup	_	_	_	ENG30-14174011-n	2	ENG30-14174011-n;ENG30-14349311-n	Kontekst rečenice upućuje na to da se 'krup' odnosi na bolest koja pogađa decu i karakteriše se simptomima kao što su jak kašalj, promuklost, groznica i otežano disanje.	
2-2	136-142	pogađa	V	VERB	_	_	pogađati	_	_	_	DRJ0-212537/0	1	DRJ0-212537/0	U kontekstu datog izračunava se da krup pogađa oko 15 % dece, što znači da ciljna reč 'pogađati' ima značenje 'pogoditi', odnosno da je neka bolest ili stanje prisutno kod neke osobe.	
2-3	143-146	oko	ADV	ADV	_	_	oko	_	_	_	ENG30-00007015-b	1	ENG30-00007015-b	U kontekstu, 'oko' se koristi za označavanje približne vrednosti od 15%, što odgovara značenju neprecizne ali prilično bliske tačne količine.	
2-4	147-149	15	NUM	NUM	_	_	15	_	_	_	_	_	_	_	
2-5	150-151	%	PUNCT	SYM	_	_	%	_	_	_	_	_	_	_	
2-6	152-156	dece	N	NOUN	_	_	deca	_	_	_	DRS0-457358/0.0	2	DRS0-457358/0.0;DRS0-457359/0.0	Kontekst rečenice se odnosi na mlade ljude koji još nisu odrasli, što odgovara prvom značenju datoj liste.	
2-7	157-158	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
2-8	159-165	obično	ADV	ADV	_	_	obično	_	_	_	ENG30-00106921-b	3	ENG30-00041954-b;ENG30-00106921-b;ENG30-00155621-b	U kontekstu date rečenice, 'obično' se koristi da opiše normalne uslove pod kojima krup pogađa decu, što odgovara značenju 'u normalnim uslovima'.	
2-9	166-168	se	PAR	PART	_	_	se	1	*	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	U kontekstu, 'javljati se' se koristi za opisivanje pojave bolesti krup kod dece, što odgovara značenju 'pojaviti se, nastati' i o bolesti.[2001]	
2-10	169-175	javlja	V	VERB	_	_	javljati	1	javljati se	IRV	CVMWE-0161[2001]	1[2001]	CVMWE-0161[2001]	U kontekstu, 'javljati se' se koristi za opisivanje pojave bolesti krup kod dece, što odgovara značenju 'pojaviti se, nastati' i o bolesti.[2001]	
2-11	176-182	između	PREP	ADP	_	_	između	_	_	_	_	_	_	_	
2-12	183-184	6	NUM	NUM	_	_	6	_	_	_	_	_	_	_	
2-13	185-191	meseci	N	NOUN	_	_	mesec	_	_	_	ENG30-15209413-n	6	ENG30-09358226-n;ENG30-09358550-n;ENG30-11484975-n;ENG30-15206296-n;ENG30-15207872-n;ENG30-15209413-n	U kontekstu rečenice, 'mesec' se odnosi na vremenski period unutar godine, što odgovara definiciji kalendarskog meseca.	
2-14	192-193	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
2-15	194-195	5	NUM	NUM	_	_	5	_	_	_	_	_	_	_	
2-16	195-196	–	PUNCT	PUNCT	_	_	–	_	_	_	_	_	_	_	
2-17	196-197	6	NUM	NUM	_	_	6	_	_	_	_	_	_	_	
2-18	198-204	godina	N	NOUN	_	_	godina	_	_	_	ENG30-15203791-n	5	ENG30-08238660-n;ENG30-15201505-n;ENG30-15202634-n;ENG30-15203791-n;ENG30-15204297-n	U kontekstu rečenice, **godina** se odnosi na vremenski period od 365 (ili 366) dana, što je u skladu sa značenjem datim pod ID-jem ENG30-15203791-n.	
2-19	204-205	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Poznati fudbaleri, među kojima i srpski defanzivac Branislav Ivanović i holandski napadač Dirk Kojt, učestvovali su u raznim događajima širom sveta.
3-1	205-212	Poznati	A	ADJ	_	_	poznat	_	_	_	ENG30-01375831-a	3	ENG30-00970249-a;ENG30-01375174-a;ENG30-01375831-a	U kontekstu rečenice, **poznati** fudbaleri se odnose na one koji su opšte prihvaćeni i uvaženi, što sugerira da su oni slavni ili renomirani u svetu fudbala.	
3-2	213-222	fudbaleri	N	NOUN	http://www.wikidata.org/entity/Q937857	ROLE	fudbaler	_	_	_	ENG30-10618342-n	2	ENG30-10101634-n;ENG30-10618342-n	Kontekst rečenice upućuje na fudbal kao sport, a ne na američki fudbal, što se poklapa sa značenjem datim u ID: ENG30-10618342-n.	
3-3	222-223	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
3-4	224-228	među	PREP	ADP	_	_	među	_	_	_	_	_	_	_	
3-5	229-235	kojima	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
3-6	236-237	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
3-7	238-244	srpski	A	ADJ	http://www.wikidata.org/entity/Q9299	DEMO	srpski	_	_	_	ENG30-02963942-a	1	ENG30-02963942-a	Kontekst rečenice ukazuje na to da se 'srpski' odnosi na nacionalnost ili poreklo fudbalera Branislava Ivanovića, što se poklapa sa značenjem koje se odnosi na ljude, jezik ili kulturu regiona Srbije.	
3-8	245-255	defanzivac	N	NOUN	*	ROLE	defanzivac	_	_	_	DRJ0-236221/0	1	DRJ0-236221/0	U kontekstu rečenice, **defanzivac** se odnosi na sportistu koji igra izrazito defanzivno, što je u skladu sa značenjem datim u opciji 1.	
3-9	256-265	Branislav	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Branislav	_	_	_	_	_	_	_	
3-10	266-274	Ivanović	N	PROPN	http://www.wikidata.org/entity/Q181921[1]	PERS[1]	Ivanović	_	_	_	_	_	_	_	
3-11	275-276	i	CONJ	CCONJ	_	_	i	_	_	_	_	_	_	_	
3-12	277-286	holandski	A	ADJ	*	DEMO	holandski	_	_	_	ENG30-02960686-a	1	ENG30-02960686-a	Kontekst rečenice ukazuje na to da se 'holandski' odnosi na nacionalnost ili poreklo napadača Dirka Kojta, što se poklapa sa značenjem koje se tiče Holandije, njenih ljudi i kulture.	
3-13	287-294	napadač	N	NOUN	http://www.wikidata.org/entity/Q280658	ROLE	napadač	_	_	_	ENG30-10663996-n	2	ENG30-00726567-n;ENG30-10663996-n	U kontekstu date rečenice, ciljna reč 'napadač' se odnosi na poziciju fudbalera u timu koji je zadužen za postizanje golova, što odgovara značenju navedenom pod ID-jem ENG30-10663996-n.	
3-14	295-299	Dirk	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Dirk	_	_	_	_	_	_	_	
3-15	300-304	Kojt	N	PROPN	http://www.wikidata.org/entity/Q294214[2]	PERS[2]	Kojt	_	_	_	_	_	_	_	
3-16	304-305	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
3-17	306-317	učestvovali	V	VERB	_	_	učestvovati	_	_	_	ENG30-01082606-v	3	ENG30-01082606-v;ENG30-02375131-v;ENG30-02450256-v	U kontekstu date rečenice, ciljna reč 'učestvovali' se odnosi na to da su poznati fudbaleri postali učesnici u raznim događajima širom sveta, što najbolje odgovara prvom značenju.	
3-18	318-320	su	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
3-19	321-322	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
3-20	323-329	raznim	A	ADJ	_	_	razni	_	_	_	DRJ0-221334/1а.	3	DRJ0-221334/1а.;DRJ0-221334/1б.;DRJ0-221334/2	U kontekstu rečenice, 'raznim' se odnosi na više neodređenih događaja širom sveta, što odgovara prvom značenju raznih kao kad se nešto javlja u neodređenom broju.	
3-21	330-340	događajima	N	NOUN	_	_	događaj	_	_	_	ENG30-00029378-n	5	ENG30-00029378-n;ENG30-07283608-n;ENG30-07307477-n;ENG30-07447261-n;ENG30-11453860-n	Ovaj izbor odgovara kontekstu jer se 'događaji' odnose na specifične događaje ili manifestacije u kojima su učestvovali poznati fudbaleri, što se poklapa sa značenjem nečega što se desi u datom trenutku i na datom mestu.	
3-22	341-346	širom	PREP	ADP	_	_	širom	_	_	_	_	_	_	_	
3-23	347-352	sveta	N	NOUN	_	_	svet	_	_	_	ENG30-09480809-n	5	ENG30-05809878-n;ENG30-07947255-n;ENG30-07965937-n;ENG30-09466280-n;ENG30-09480809-n	Kontekst rečenice upućuje na to da se 'svet' odnosi na Zemlju ili njene delove, što se poklapa sa značenjem 'deo Zemlje koji se može posebno razmatrati'.	
3-24	352-353	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Više od 7000 ljudi otišlo je na premijeru filma u Damasku.
4-1	353-357	Više	ADV	ADV	_	_	više	_	_	_	ENG30-00099712-b	1	ENG30-00099712-b	U kontekstu rečenice, 'više' se koristi kao komparativ od 'mnogo', što ukazuje na veću količinu ili stepen, u ovom slučaju broj ljudi koji su prisustvovali premijeri filma.	
4-2	358-360	od	PREP	ADP	_	_	od	_	_	_	_	_	_	_	
4-3	361-365	7000	NUM	NUM	_	_	7000	_	_	_	_	_	_	_	
4-4	366-371	ljudi	N	NOUN	_	_	ljudi	_	_	_	ENG30-07942152-n	3	ENG30-07942152-n;ENG30-08208016-n;ENG30-10289176-n	Kontekst rečenice se odnosi na veliku grupu ljudi koji su prisustvovali premijeri filma, što odgovara prvom značenju kao bilo koja grupa ljudskih bića.	
4-5	372-378	otišlo	V	VERB	_	_	otići	_	_	_	ENG30-02008396-v	6	ENG30-01848718-v;ENG30-02008396-v;ENG30-02009433-v;ENG30-02383440-v;ENG30-02653862-v;ENG30-02661252-v	U kontekstu rečenice, 'otišlo' se koristi za opisivanje ljudi koji su otišli na premijeru filma u Damasku, što odgovara značenju 'Otići odnekuda'.	
4-6	379-381	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
4-7	382-384	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
4-8	385-394	premijeru	N	NOUN	_	_	premijera	_	_	_	ENG30-06893285-n	1	ENG30-06893285-n	Kontekst rečenice ukazuje na prvo javno prikazivanje filma, što odgovara prvom javnom izvođenju predstave ili filma.	
4-9	395-400	filma	N	NOUN	_	_	film	_	_	_	ENG30-06613686-n	3	ENG30-03338821-n;ENG30-06262567-n;ENG30-06613686-n	Kontekst rečenice ukazuju na to da se **film** odnosi na oblik zabave koji predstavlja neku priču nizom slika, što je u skladu sa trećim značenjem.	
4-10	401-402	u	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
4-11	403-410	Damasku	N	PROPN	http://www.wikidata.org/entity/Q3766	LOC	Damask	_	_	_	_	_	_	_	
4-12	410-411	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Kulminacija je bila ceremonija dodele Kupa devet vrednosti (Nine Values Cup), koji je osvojio fudbalski klub Barselona.
5-1	411-422	Kulminacija	N	NOUN	_	_	kulminacija	_	_	_	ENG30-15291199-n	3	ENG30-06373747-n;ENG30-13940456-n;ENG30-15291199-n	Kontekst rečenice sugerira da je 'kulminacija' korištena za opisivanje završne ili klimaktičke faze nekog događaja, u ovom slučaju ceremonije dodele Kupa devet vrednosti.	
5-2	423-425	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-3	426-430	bila	V	AUX	_	_	biti	_	_	_	_	_	_	_	
5-4	431-441	ceremonija	N	NOUN	_	_	ceremonija	_	_	_	ENG30-07450842-n	3	ENG30-01027379-n;ENG30-07450842-n;ENG30-07452251-n	Ceremonija dodele Kupa devet vrednosti predstavlja formalan događaj koji se izvodi u posebnoj prilici, što odgovara datom kontekstu.	
5-5	442-448	dodele	N	NOUN	_	_	dodela	_	_	_	NEW_SENSE	1	ENG30-00164579-n	Nijedno od ponuđenih značenja ne odgovara kontekstu jer se 'dodela' u rečenici odnosi na ceremoniju ili čin dodele nagrade, što nije povezano sa računarstvom ili magnetskim diskovima.	
5-6	449-453	Kupa	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	kup	_	_	_	NEW_SENSE	1	ENG30-01859325-n	Kontekst rečenice se odnosi na trofej ili nagradu, što nije povezano sa značenjem labuda, pa nijedno ponuđeno značenje ne odgovara.	
5-7	454-459	devet	NUM	NUM	http://www.wikidata.org/entity/*[3]	WORK[3]	devet	_	_	_	_	_	_	_	
5-8	460-469	vrednosti	N	NOUN	http://www.wikidata.org/entity/*[3]	WORK[3]	vrednost	_	_	_	ENG30-05138208-n	5	ENG30-05138208-n;ENG30-05138488-n;ENG30-05145118-n;ENG30-05856388-n;ENG30-13764342-n	Kontekst rečenice ukazuju da 'vrednosti' u nazivu Kupa devet vrednosti (Nine Values Cup) označavaju kvalitete ili principe koji su poželjni, vredni ili korisni, što se poklapa sa značenjem kvaliteta koji čini da je nešto poželjno, vredno ili korisno.	
5-9	470-471	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
5-10	471-475	Nine	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Nine	_	_	_	_	_	_	_	
5-11	476-482	Values	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	Values	_	_	_	_	_	_	_	
5-12	483-486	Cup	F	X	http://www.wikidata.org/entity/*[4]	WORK[4]	cup	_	_	_	_	_	_	_	
5-13	486-487	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
5-14	487-488	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
5-15	489-493	koji	PRO	DET	_	_	koji	_	_	_	_	_	_	_	
5-16	494-496	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
5-17	497-504	osvojio	V	VERB	_	_	osvojiti	_	_	_	ENG30-01114303-v	2	ENG30-01114303-v;ENG30-02272549-v	U kontekstu rečenice, 'osvojio' se odnosi na to da je fudbalski klub Barselona savladao i osvojio Kup devet vrednosti, što odgovara značenju 'savladati osvajanjem'.	
5-18	505-514	fudbalski	A	ADJ	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	fudbalski	_	_	_	_	_	_	_	
5-19	515-519	klub	N	NOUN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	klub	_	_	_	_	_	_	_	
5-20	520-529	Barselona	N	PROPN	http://www.wikidata.org/entity/Q7156[5]	ORG[5]	Barselona	_	_	_	_	_	_	_	
5-21	529-530	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=U junu 2014, kao vođa pokreta, posetio je deveti međunarodni omladinski fudbalski turnir organizovan u znak sećanja na Jurija Andrejeviča Morozova.
6-1	530-531	U	PREP	ADP	_	_	u	_	_	_	_	_	_	_	
6-2	532-536	junu	N	NOUN	_	_	jun	_	_	_	ENG30-15211806-n	1	ENG30-15211806-n	Kontekst rečenice navodi 'junu' kao mesec u godini, što odgovara datom značenju.	
6-3	537-541	2014	A	ADJ	_	_	2014	_	_	_	NEW_SENSE	0	_	_	
6-4	541-542	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
6-5	543-546	kao	ADV	ADV	_	_	kao	_	_	_	DRJ0-194033/1а.	5	DRJ0-194033/1а.;DRJ0-194033/1б.;DRJ0-194033/2а.;DRJ0-194033/2б.;DRJ0-194033/2в.	U kontekstu rečenice, **kao** se koristi da bliže odredi ulogu vođe pokreta, što odgovara prvom značenju kao prefiksu koji upućuje na bližu vezu između imenica.	
6-6	547-551	vođa	N	NOUN	_	_	vođa	_	_	_	ENG30-09623038-n	1	ENG30-09623038-n	Kontekst rečenice sugerira da je osoba kao vođa pokreta imala ulogu upravljanja ili vođenja, što odgovara datom značenju.	
6-7	552-559	pokreta	N	NOUN	_	_	pokret	_	_	_	ENG30-08464601-n	6	ENG30-00334509-n;ENG30-00347652-n;ENG30-00349369-n;ENG30-00569898-n;ENG30-07309781-n;ENG30-08464601-n	Kontekst rečenice ukazuju na to da se 'pokret' odnosi na grupu ljudi koji dele zajedničku ideologiju i rade ka ostvarenju određenih ciljeva, što odgovara šestom značenju.	
6-8	559-560	,	PUNCT	PUNCT	_	_	,	_	_	_	_	_	_	_	
6-9	561-568	posetio	V	VERB	_	_	posetiti	_	_	_	ENG30-01844048-v	3	ENG30-01843689-v;ENG30-01844048-v;ENG30-02487573-v	U kontekstu rečenice, ciljna reč **posetio** se odnosi na zvaničan ili službeni poset koji je vođa pokreta obavio kao gost međunarodnog omladinskog fudbalskog turnira.	
6-10	569-571	je	V	AUX	_	_	jesam	_	_	_	_	_	_	_	
6-11	572-578	deveti	A	ADJ	_	_	deveti	_	_	_	ENG30-02203249-a	1	ENG30-02203249-a	Kontekst rečenice navodi broj 'deveti' kao redni broj međunarodnog omladinskog fudbalskog turnira, što odgovara značenju datom u prvom ID-ju.	
6-12	579-590	međunarodni	A	ADJ	_	_	međunarodan	_	_	_	ENG30-01568375-a	1	ENG30-01568375-a	U kontekstu rečenice, ciljna reč 'međunarodni' se odnosi na omladinski fudbalski turnir koji okuplja učesnike iz više zemalja ili država, što odgovara značenju koje se tiče bar dvema nacijama ili državama.	
6-13	591-601	omladinski	A	ADJ	_	_	omladinski	_	_	_	BILI-00000996	1	BILI-00000996	Kontekst rečenice se odnosi na fudbalski turnir za mlade, što direktno korelira sa značenjem 'omladinski' kao povezanim s omladincima i omladinke.	
6-14	602-611	fudbalski	A	ADJ	_	_	fudbalski	_	_	_	DRJ0-187395/0	1	DRJ0-187395/0	Kontekst rečenice se odnosi na fudbalski turnir, što direktno povezuje ciljnu reč 'fudbalski' sa sportom fudbalom.	
6-15	612-618	turnir	N	NOUN	_	_	turnir	_	_	_	ENG30-07464725-n	1	ENG30-07464725-n	Kontekst rečenice ukazuje na to da se radi o sportskom nadmetanju, konkretno fudbalskom turniru, što odgovara datom značenju.	
6-16	619-630	organizovan	V	VERB	_	_	organizovati	_	_	_	ENG30-00710005-v	5	ENG30-00404642-v;ENG30-00710005-v;ENG30-01651444-v;ENG30-02432530-v;ENG30-02448185-v	U kontekstu date rečenice, ciljna reč **organizovan** se odnosi na planiranje i direktan poduhvat, što odgovara značenju 'planirati i direktno (složeni poduhvat)' sa ID-jem ENG30-00710005-v.	
6-17	631-632	u	PREP	ADP	_	_	u	1[730]	u znak[730]	AdpID[730]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	U kontekstu rečenice, 'u znak' se koristi kao izraz sećanja na Jurija Andrejeviča Morozova, što odgovara značenju kao simbol ili izraz nečega.[2002]	
6-18	633-637	znak	N	NOUN	_	_	znak	1[730]	u znak[730]	AdpID[730]	LLM-0301[2002]	1[2002]	LLM-0301[2002]	U kontekstu rečenice, 'u znak' se koristi kao izraz sećanja na Jurija Andrejeviča Morozova, što odgovara značenju kao simbol ili izraz nečega.[2002]	
6-19	638-645	sećanja	N	NOUN	_	_	sećanje	_	_	_	ENG30-05935060-n	3	ENG30-05761559-n;ENG30-05935060-n;ENG30-05935292-n	U kontekstu rečenice, 'sećanja' se odnosi na nešto što je zapamćeno ili komemorisanje u znak sjećanja na Jurija Andrejeviča Morozova.	
6-20	646-648	na	PREP	ADP	_	_	na	_	_	_	_	_	_	_	
6-21	649-655	Jurija	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Jurij	_	_	_	_	_	_	_	
6-22	656-667	Andrejeviča	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Andrejevič	_	_	_	_	_	_	_	
6-23	668-676	Morozova	N	PROPN	http://www.wikidata.org/entity/Q323105[6]	PERS[6]	Morozov	_	_	_	_	_	_	_	
6-24	676-677	.	SENT	PUNCT	_	_	.	_	_	_	_	_	_	_	

#Text=Dan fudbala i prijateljstva (Day of Football and Friendship) obeležen je u Nižnjem Novgorodu i Kazanju.
7-1	677-680	Dan	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	dan	_	_	_	ENG30-15157225-n	8	ENG30-14484516-n;ENG30-15123115-n;ENG30-15136453-n;ENG30-15155220-n;ENG30-15157041-n;ENG30-15157225-n;ENG30-15164957-n;ENG30-15208540-n	Kontekst rečenice ukazuju na to da se 'dan' odnosi na dan posvećen nekoj posebnoj nameni, u ovom slučaju Dan fudbala i prijateljstva.	
7-2	681-688	fudbala	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	fudbal	_	_	_	ENG30-00468480-n	2	ENG30-00468480-n;ENG30-00478262-n	Kontekst rečenice ukazuju na opšti pojam fudbala kao igre i simbol prijateljstva, što bolje odgovara prvom značenju koje opisuje razne igre sa loptom.	
7-3	689-690	i	CONJ	CCONJ	http://www.wikidata.org/entity/*[7]	EVENT[7]	i	_	_	_	_	_	_	_	
7-4	691-704	prijateljstva	N	NOUN	http://www.wikidata.org/entity/*[7]	EVENT[7]	prijateljstvo	_	_	_	ENG30-13931145-n	2	ENG30-04654998-n;ENG30-13931145-n	Kontekst rečenice ukazuju na stanje prijateljstva između ljudi koji slave Dan fudbala i prijateljstva, što odgovara značenju 'Stanje onih koji su prijatelji'.	
7-5	705-706	(	PUNCT	PUNCT	_	_	(	_	_	_	_	_	_	_	
7-6	706-709	Day	F	X	http://www.wikidata.org/entity/*[8]	EVENT[8]	Day	_	_	_	_	_	_	_	
7-7	710-712	of	F	X	http://www.wikidata.org/entity/*[8]	EVENT[8]	of	_	_	_	_	_	_	_	
7-8	713-721	Football	F	X	http://www.wikidata.org/entity/*[8]	EVENT[8]	Football	_	_	_	_	_	_	_	
7-9	722-725	and	F	X	http://www.wikidata.org/entity/*[8]	EVENT[8]	and	_	_	_	_	_	_	_	
7-10	726-736	Friendship	F	X	http://www.wikidata.org/entity/*[8]	EVENT[8]	Friendship	_	_	_	_	_	_	_	
7-11	736-737	)	PUNCT	PUNCT	_	_	)	_	_	_	_	_	_	_	
